#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=sy,,,
#,,,
date,country,users,frac
12/2/18,sy,34,59
12/3/18,sy,35,61
12/4/18,sy,35,61
12/5/18,sy,36,56
12/6/18,sy,37,58
12/7/18,sy,37,59
12/8/18,sy,29,56
12/9/18,sy,35,56
12/10/18,sy,32,56
12/11/18,sy,33,55
12/12/18,sy,28,54
12/13/18,sy,30,57
12/14/18,sy,25,57
12/15/18,sy,23,55
12/16/18,sy,30,54
12/17/18,sy,35,47
12/18/18,sy,30,56
12/19/18,sy,29,58
12/20/18,sy,32,56
12/21/18,sy,25,54
12/22/18,sy,22,53
12/23/18,sy,27,55
12/24/18,sy,25,55
12/25/18,sy,18,56
12/26/18,sy,20,57
12/27/18,sy,17,56
12/28/18,sy,21,55
12/29/18,sy,19,54
12/30/18,sy,23,62
12/31/18,sy,33,63
1/1/19,sy,25,61
1/2/19,sy,27,65
1/3/19,sy,22,69
1/4/19,sy,20,73
1/5/19,sy,18,73
1/6/19,sy,24,69
1/7/19,sy,25,76
1/8/19,sy,28,76
1/9/19,sy,30,70
1/10/19,sy,22,78
1/11/19,sy,20,71
1/12/19,sy,19,65
1/13/19,sy,22,69
1/14/19,sy,27,66
1/15/19,sy,27,66
1/16/19,sy,21,69
1/17/19,sy,18,70
1/18/19,sy,16,68
1/19/19,sy,22,68
1/20/19,sy,28,64
1/21/19,sy,27,59
1/22/19,sy,21,66
1/23/19,sy,20,65
1/24/19,sy,20,61
1/25/19,sy,15,63
1/26/19,sy,18,67
1/27/19,sy,18,68
1/28/19,sy,14,70
1/29/19,sy,19,68
1/30/19,sy,16,61
1/31/19,sy,17,71
2/1/19,sy,17,68
2/2/19,sy,20,68
2/3/19,sy,15,97
2/4/19,sy,31,68
2/5/19,sy,28,68
2/6/19,sy,27,67
2/7/19,sy,26,67
2/8/19,sy,20,67
2/9/19,sy,22,65
2/10/19,sy,20,64
2/11/19,sy,16,65
2/12/19,sy,16,66
2/13/19,sy,13,68
2/14/19,sy,14,69
2/15/19,sy,9,70
2/16/19,sy,13,69
2/17/19,sy,11,66
2/18/19,sy,12,57
2/19/19,sy,18,69
2/20/19,sy,19,67
2/21/19,sy,20,68
2/22/19,sy,13,69
2/23/19,sy,18,69
2/24/19,sy,17,68
2/25/19,sy,14,69
2/26/19,sy,24,66
2/27/19,sy,18,67
2/28/19,sy,15,66
3/1/19,sy,24,65
3/2/19,sy,27,65
3/3/19,sy,23,67
3/4/19,sy,16,68
3/5/19,sy,16,71
3/6/19,sy,17,70
3/7/19,sy,18,69
3/8/19,sy,12,68
3/9/19,sy,14,60
3/10/19,sy,20,58
3/11/19,sy,21,60
3/12/19,sy,21,60
3/13/19,sy,21,58
3/14/19,sy,16,56
