#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=eg,,,
#,,,
date,country,users,frac
3/1/19,eg,820,65
3/2/19,eg,882,65
3/3/19,eg,883,67
3/4/19,eg,827,68
3/5/19,eg,816,71
3/6/19,eg,791,70
3/7/19,eg,790,69
3/8/19,eg,744,68
3/9/19,eg,918,60
3/10/19,eg,992,58
3/11/19,eg,939,60
3/12/19,eg,931,60
3/13/19,eg,955,58
3/14/19,eg,885,56
3/15/19,eg,769,66
3/16/19,eg,822,67
3/17/19,eg,817,66
3/18/19,eg,824,65
3/19/19,eg,856,65
3/20/19,eg,800,64
3/21/19,eg,777,63
3/22/19,eg,742,66
3/23/19,eg,769,65
3/24/19,eg,806,64
3/25/19,eg,831,64
3/26/19,eg,874,61
3/27/19,eg,882,64
3/28/19,eg,859,63
3/29/19,eg,802,63
3/30/19,eg,847,63
3/31/19,eg,862,63
4/1/19,eg,793,63
4/2/19,eg,806,63
4/3/19,eg,791,61
4/4/19,eg,763,59
4/5/19,eg,737,62
4/6/19,eg,774,59
4/7/19,eg,829,53
4/8/19,eg,806,60
4/9/19,eg,792,60
4/10/19,eg,767,62
4/11/19,eg,792,57
4/12/19,eg,758,59
4/13/19,eg,814,60
4/14/19,eg,849,58
4/15/19,eg,854,61
4/16/19,eg,837,57
4/17/19,eg,759,61
4/18/19,eg,735,61
4/19/19,eg,672,61
4/20/19,eg,725,61
4/21/19,eg,754,61
4/22/19,eg,774,59
4/23/19,eg,755,51
4/24/19,eg,745,60
4/25/19,eg,709,60
4/26/19,eg,692,55
4/27/19,eg,759,49
4/28/19,eg,719,57
4/29/19,eg,708,55
4/30/19,eg,702,58
5/1/19,eg,670,55
5/2/19,eg,672,52
5/3/19,eg,677,49
5/4/19,eg,659,56
5/5/19,eg,669,60
5/6/19,eg,613,61
5/7/19,eg,680,56
5/8/19,eg,776,45
5/9/19,eg,712,51
5/10/19,eg,713,51
5/11/19,eg,745,52
5/12/19,eg,836,51
5/13/19,eg,870,53
5/14/19,eg,943,58
5/15/19,eg,1003,54
5/16/19,eg,891,58
