#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=jo,,,
#,,,
date,country,users,frac
11/13/17,jo,64,73
11/14/17,jo,59,72
11/15/17,jo,52,73
11/16/17,jo,48,74
11/17/17,jo,63,74
11/18/17,jo,57,73
11/19/17,jo,54,56
11/20/17,jo,56,72
11/21/17,jo,54,69
11/22/17,jo,51,73
11/23/17,jo,49,70
11/24/17,jo,41,71
11/25/17,jo,41,72
11/26/17,jo,44,73
11/27/17,jo,53,61
11/28/17,jo,44,81
11/29/17,jo,43,82
11/30/17,jo,41,82
12/1/17,jo,50,80
12/2/17,jo,48,77
12/3/17,jo,59,63
12/4/17,jo,54,58
12/5/17,jo,57,63
12/6/17,jo,56,82
12/7/17,jo,59,39
12/12/17,jo,38,83
12/13/17,jo,49,61
12/14/17,jo,43,74
12/15/17,jo,44,71
12/16/17,jo,42,75
12/17/17,jo,44,75
12/18/17,jo,48,75
12/19/17,jo,47,76
12/20/17,jo,45,76
12/21/17,jo,45,76
12/22/17,jo,40,76
12/23/17,jo,43,75
12/24/17,jo,40,79
12/25/17,jo,43,76
12/26/17,jo,49,76
12/27/17,jo,47,76
12/28/17,jo,45,76
12/29/17,jo,44,76
12/30/17,jo,49,75
12/31/17,jo,54,74
1/1/18,jo,52,78
1/2/18,jo,47,76
1/3/18,jo,49,76
1/4/18,jo,49,68
1/5/18,jo,52,76
1/6/18,jo,50,77
1/7/18,jo,50,77
1/8/18,jo,55,76
1/9/18,jo,58,77
1/10/18,jo,54,72
1/11/18,jo,53,74
1/12/18,jo,62,74
1/13/18,jo,68,73
1/14/18,jo,66,74
1/15/18,jo,68,75
1/16/18,jo,65,73
1/17/18,jo,66,74
1/18/18,jo,61,73
1/19/18,jo,59,75
1/20/18,jo,61,75
1/21/18,jo,62,75
1/22/18,jo,63,76
1/23/18,jo,65,72
1/24/18,jo,64,73
1/25/18,jo,60,77
1/26/18,jo,56,72
1/27/18,jo,53,74
1/28/18,jo,56,71
1/29/18,jo,60,64
1/30/18,jo,53,76
1/31/18,jo,51,72
2/1/18,jo,57,72
2/2/18,jo,55,71
2/3/18,jo,57,75
2/4/18,jo,62,75
2/5/18,jo,58,75
2/6/18,jo,56,74
2/7/18,jo,57,74
2/8/18,jo,61,75
2/9/18,jo,60,75
2/10/18,jo,57,75
2/11/18,jo,56,75
2/12/18,jo,47,77
2/13/18,jo,54,76
2/14/18,jo,55,77
2/15/18,jo,55,75
2/16/18,jo,48,75
2/17/18,jo,52,76
2/18/18,jo,53,76
2/19/18,jo,48,76
2/20/18,jo,51,77
2/21/18,jo,53,77
2/22/18,jo,50,73
2/23/18,jo,53,76
2/24/18,jo,46,74
2/25/18,jo,49,76
2/26/18,jo,53,76
2/27/18,jo,47,76
2/28/18,jo,46,75
3/1/18,jo,46,74
3/2/18,jo,50,74
3/3/18,jo,50,75
3/4/18,jo,50,76
3/5/18,jo,54,76
3/6/18,jo,55,76
3/7/18,jo,53,76
3/8/18,jo,53,75
3/9/18,jo,49,71
3/10/18,jo,50,73
3/11/18,jo,66,71
3/12/18,jo,61,75
3/13/18,jo,61,76
3/14/18,jo,62,76
3/15/18,jo,62,73
3/16/18,jo,60,76
3/17/18,jo,55,68
3/18/18,jo,56,75
3/19/18,jo,55,66
3/20/18,jo,60,76
3/21/18,jo,61,74
3/22/18,jo,51,65
3/23/18,jo,58,72
3/24/18,jo,61,78
3/25/18,jo,57,76
3/26/18,jo,60,73
3/27/18,jo,62,78
3/28/18,jo,65,78
3/29/18,jo,66,75
3/30/18,jo,62,73
3/31/18,jo,70,73
4/1/18,jo,69,72
4/2/18,jo,66,73
4/3/18,jo,69,76
4/4/18,jo,70,74
4/5/18,jo,62,75
4/6/18,jo,69,76
4/7/18,jo,71,78
4/8/18,jo,71,78
4/9/18,jo,64,78
4/10/18,jo,67,73
4/11/18,jo,61,78
4/12/18,jo,60,79
4/13/18,jo,65,76
4/14/18,jo,65,78
4/15/18,jo,61,78
4/16/18,jo,65,74
4/17/18,jo,61,77
4/18/18,jo,69,76
4/19/18,jo,71,75
4/20/18,jo,55,73
4/21/18,jo,57,74
4/22/18,jo,63,71
4/23/18,jo,67,65
4/24/18,jo,76,71
4/25/18,jo,73,74
4/26/18,jo,75,74
4/27/18,jo,77,74
4/28/18,jo,78,73
4/29/18,jo,78,73
4/30/18,jo,77,73
5/1/18,jo,69,72
5/2/18,jo,75,73
5/3/18,jo,77,74
5/4/18,jo,69,74
5/5/18,jo,79,71
5/6/18,jo,90,69
5/7/18,jo,85,72
5/8/18,jo,92,70
5/9/18,jo,104,72
5/10/18,jo,102,76
5/11/18,jo,78,77
5/12/18,jo,75,76
5/13/18,jo,75,76
5/14/18,jo,93,76
5/15/18,jo,71,75
5/16/18,jo,70,76
5/17/18,jo,58,76
5/18/18,jo,56,76
5/19/18,jo,55,76
5/20/18,jo,55,76
5/21/18,jo,61,75
5/22/18,jo,70,71
5/23/18,jo,69,67
5/24/18,jo,91,75
5/25/18,jo,103,73
5/26/18,jo,108,68
5/27/18,jo,124,69
5/28/18,jo,128,69
5/29/18,jo,131,66
5/30/18,jo,133,62
5/31/18,jo,153,59
6/1/18,jo,135,63
6/2/18,jo,150,66
6/3/18,jo,160,63
6/4/18,jo,163,62
6/5/18,jo,185,60
6/6/18,jo,179,62
6/7/18,jo,171,62
6/8/18,jo,171,61
6/9/18,jo,149,57
6/10/18,jo,184,61
6/11/18,jo,152,57
6/12/18,jo,171,63
6/13/18,jo,159,64
6/14/18,jo,129,57
6/15/18,jo,135,64
6/16/18,jo,117,64
6/17/18,jo,111,67
6/18/18,jo,106,69
6/19/18,jo,122,73
6/20/18,jo,119,72
6/21/18,jo,113,74
6/22/18,jo,102,75
6/23/18,jo,102,72
6/24/18,jo,104,74
6/25/18,jo,109,74
6/26/18,jo,105,74
6/27/18,jo,105,72
6/28/18,jo,108,73
6/29/18,jo,99,73
6/30/18,jo,103,73
7/1/18,jo,104,69
7/2/18,jo,108,68
7/3/18,jo,112,66
7/4/18,jo,116,66
7/5/18,jo,112,61
